"","","Page Name","Page ID","Democrats","Republicans","Candidates Mentioned+","Approx. Spend on Mentions^","# of Ads Mentioning","Sponsor Name(s)","Candidate Page","Approx. Democrat Spend","Approx. Republican Spend"
"6264","⊕","PP Pennsylvania Advocates","34631809525","0","1","Donald Trump (3)","$2,611","3","PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES","0","$0","$2,611"
"6265","⊕","PPAF Pacific Southwest","141107065924669","0","1","ROMERO, PAUL JOSEPH MR. JR. (3)","$2,202","3","PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUT, PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC","0","$0","$2,202"
"6266","⊕","Pragmatic American","639558156658183","0","1","Donald Trump (1)","$1,700","1","NA","0","$0","$1,700"
"6267","⊕","Pramila Jayapal","221401431386940","0","1","Donald Trump (145)","$3,589","145","JAYAPAL, PRAMILA","1","$0","$3,589"
"6268","⊕","Prayers for Trump","111889493861072","0","1","Donald Trump (2)","$100","2","NA","0","$0","$100"
"6269","⊕","Pre-IPO Buzz","155857265265319","0","1","Donald Trump (1)","$5","1","NA","0","$0","$5"
"6270","⊕","Premium Trump Posters","114795203618588","0","1","Donald Trump (1)","$200","1","PREMIUM TRUMP POSTERS","0","$0","$200"
"6271","⊕","Prenda","522459191276087","0","1","Jeff Sessions* (4)","$353","4","NA","0","$0","$353"
"6272","⊕","Prep Coterie","199572776813756","0","1","Donald Trump (1)","$9","1","NA","0","$0","$9"
"6273","⊕","Preserve Cherokee","383477878673164","0","1","Donald Trump (1)","$125","1","NA","0","$0","$125"
"6274","⊕","Preserving Our Communities","103247551414878","0","1","Donald Trump (29)","$3,327","29","NA","0","$0","$3,327"
"6275","⊕","President Donald J. Trump 2020","111277640428691","0","1","Donald Trump (18)","$5,067","18","TRUMP COLLECTIONS","0","$0","$5,067"
"6276","⊕","President Donald J. Trump 2020 - Endorsed by GYD","111654770293040","0","1","Donald Trump (4)","$1,400","4","DOUGLAS L BLAIR","0","$0","$1,400"
"6277","⊕","President Donald J. Trump for America","264254247310233","0","1","Donald Trump (1)","$200","1","PRESIDENT DONALD J. TRUMP FOR AMERICA","0","$0","$200"
"6278","⊕","President Donald Trump Fan Club","1487587521541634","0","1","Donald Trump (229)","$43,178","229","I LOVE MY FREEDOM, MAKING WEB LLC, PRESIDENT DONALD TRUMP FAN CLUB","0","$0","$43,178"
"6279","⊕","President Painting","101909394972914","0","1","Donald Trump (5)","$600","5","NA","0","$0","$600"
"6280","⊕","President Trump 2020","106199387433483","0","1","Donald Trump (2)","$33","2","PRESIDENT TRUMP 2020","0","$0","$33"
"6281","⊕","President Trump 2020","488460945012999","","","Donald Trump (1)","$0","1","TRUMP COLLECTIONS","0","$0","$0"
"6282","⊕","President Trump for Nobel Peace Prize 2020","122773549121265","0","1","Donald Trump (1)","$3,068","1","TAREK NONE KTELEH","0","$0","$3,068"
"6283","⊕","President Trump For Re-Election","113335773562471","0","1","Donald Trump (10)","$2,889","10","GREAT AMERICAN ERA","0","$0","$2,889"
"6284","⊕","President Trump's Americans","778530472533423","0","1","Donald Trump (1)","$300","1","I LOVE MY FREEDOM","0","$0","$300"
"6285","⊕","President Trump's Tweets: A Historical Archive of President Trump's Tweets","177503729664661","0","1","Donald Trump (1)","$800","1","ANTHONY MICHALISKO","0","$0","$800"
"6286","⊕","Presidential Old Maid","101179314763409","0","1","Donald Trump (2)","$375","2","NA","0","$0","$375"
"6287","⊕","PresMerch","107619087667894","0","1","Donald Trump (3)","$1,000","3","NA","0","$0","$1,000"
"6288","⊕","Prevent Child Abuse West Virginia","31313451712","0","1","Shelley Moore Capito* (7)","$1,119","7","NA","0","$0","$1,119"
"6289","⊕","Prideful Patriots","111226867129700","0","1","Donald Trump (44)","$1,067","44","NA","0","$0","$1,067"
"6290","⊕","PrintedKicks","717115395103069","0","1","Donald Trump (140)","$59,216","140","NA","0","$0","$59,216"
"6291","⊕","Priorities for Iowa PAC","110622630663443","0","1","Joni Ernst* (16), Donald Trump (8), Donald Trump (8)","$4,070","32","PRIORITIES FOR IOWA POLITICAL FUND","0","$0","$4,070"
"6292","⊕","Priorities for Iowa PAC","110622630663443","0","1","Donald Trump (10), Donald Trump (10)","$4,070","20","PRIORITIES FOR IOWA POLITICAL FUND","0","$0","$4,070"
"6293","⊕","Priorities for Iowa Political Fund","110622630663443","0","1","Joni Ernst* (16), Donald Trump (8), Donald Trump (8)","$4,070","32","PRIORITIES FOR IOWA POLITICAL FUND","0","$0","$4,070"
"6294","⊕","Priorities for Iowa Political Fund","110622630663443","0","1","Donald Trump (10), Donald Trump (10)","$4,070","20","PRIORITIES FOR IOWA POLITICAL FUND","0","$0","$4,070"
"6295","⊕","Priscilla for Mayor","239458313942899","0","1","Donald Trump (1)","$1,300","1","NA","0","$0","$1,300"
"6296","⊕","Pro & Con with Pat Callahan & Dick Jerardi","100973705068602","0","1","Donald Trump (3)","$1,300","3","NA","0","$0","$1,300"
"6297","⊕","Pro-Trump Merchandise","101986534664017","0","1","Donald Trump (1)","$400","1","PRO-TRUMP MERCHANDISE","0","$0","$400"
"6298","⊕","Proclaiming Justice to the Nations","29423827874","0","1","Jeff Sessions* (1)","$4,700","1","NA","0","$0","$4,700"
"6299","⊕","Professional Fire Fighters of Massachusetts (PFFM)","197605733603612","0","1","Doug Collins* (1), Susan Collins* (1)","$3,396","2","NA","0","$0","$3,396"
"6300","⊕","Progress North Carolina Action","115700478533045","0","1","Donald Trump (474), Thom Tillis* (2)","$4,105","476","PROGRESS NORTH CAROLINA ACTION","0","$0","$4,105"
"6301","⊕","Progress PA","101095093776751","0","1","Donald Trump (1)","$274","1","NA","0","$0","$274"
"6302","⊕","Progress Texas","109140985838232","0","1","Donald Trump (2), John Cornyn* (1)","$32","3","PROGRESS TEXAS","0","$0","$32"
"6303","⊕","Progressive American Politics","695657453810054","0","1","Donald Trump (6)","$1,300","6","NA","0","$0","$1,300"
"6304","⊕","Progressive Caucus","393076844046051","0","1","Donald Trump (28), Mitch McConnell* (3)","$3,873","31","CONGRESSIONAL PROGRESSIVE CAUCUS PAC","0","$0","$3,873"
"6305","⊕","Progressive Citizen X/The Matt McNeil Show","1486349431622271","0","1","Donald Trump (1)","$174","1","NA","0","$0","$174"
"6306","⊕","Progressive Power","917165515112598","0","1","Donald Trump (5), Jim Inhofe* (2), Kelly Loeffler* (2), Mitch McConnell* (1)","$1,725","10","NA","0","$0","$1,725"
"6307","⊕","Progressive Social Network of Baton Rouge","729166547233037","0","1","Jeff Sessions* (1)","$112","1","NA","0","$0","$112"
"6308","⊕","Progressive Southern Theologians","2080217548974609","0","1","Donald Trump (1)","$945","1","NA","0","$0","$945"
"6309","⊕","Progressive Style","102692194897092","0","1","Donald Trump (8)","$500","8","NA","0","$0","$500"
"6310","⊕","Progressives For Immigration Reform","1171769526195270","0","1","Donald Trump (1)","$29","1","NA","0","$0","$29"
"6311","⊕","Progressives Working Together","586336688705531","0","1","Donald Trump (6)","$3,019","6","NA","0","$0","$3,019"
"6312","⊕","ProgressNow","152173674052","0","1","Donald Trump (1597)","$11,711","1,597","PROGRESS NOW","0","$0","$11,711"
"6313","⊕","ProgressNow New Mexico","114128055303516","0","1","Donald Trump (1), Elisa Martinez* (1)","$28","2","PROGRESSNOW NEW MEXICO","0","$0","$28"
"6314","⊕","ProgressVA","167819383282739","0","1","Donald Trump (79)","$719","79","PROGRESS NOW","0","$0","$719"
"6315","⊕","Project 21","114344695275015","0","1","Donald Trump (3)","$392","3","NATIONAL CENTER FOR PUBLIC POLICY RESEARCH","0","$0","$392"
"6316","⊕","Project Starfish Minnesota","773626719680194","0","1","Donald Trump (1), Jeff Sessions* (1)","$675","2","CATHERINE ANN GNATEK","0","$0","$675"
"6317","⊕","Project X","114321553642505","0","1","Donald Trump (3)","$298","3","NA","0","$0","$298"
"6318","⊕","Promises Made Promises Kept","610790429573292","0","1","Donald Trump (31)","$11,143","31","NA","1","$0","$11,143"
"6319","⊕","PROMO","97913698213","0","1","Wesley Morgan* (2)","$777","2","PROMO","0","$0","$777"
"6320","⊕","Prophecy Views","100175358228803","0","1","Donald Trump (13)","$3,957","13","NA","0","$0","$3,957"
"6321","⊕","ProRate Equine","427333170759393","0","1","Donald Trump (1)","$303","1","NA","0","$0","$303"
"6322","⊕","Protgete: Nuestro futuro vale la lucha","1458110357759588","0","1","Donald Trump (127)","$19,216","127","NA","0","$0","$19,216"
"6323","⊕","Protect Americans","104651547913000","0","1","Donald Trump (1)","$437","1","NA","0","$0","$437"
"6324","⊕","Protect Freedom PAC","495950117447546","0","1","Donald Trump (154), Manny Sethi* (24), Cynthia Lummis* (3), Arnold Mooney* (1)","$9,048","182","PROTECT FREEDOM PAC","0","$0","$9,048"
"6325","⊕","Protect Greater Chaco","105715796618476","0","1","Donald Trump (9)","$720","9","NA","0","$0","$720"
"6326","⊕","Protect Kids: Fight Flavored E-Cigarettes","109784800371914","0","1","Tom Cotton* (6)","$21,254","6","TOBACCO-FREE KIDS ACTION FUND","0","$0","$21,254"
"6327","⊕","Protect Maine's Fishing Heritage","2187379771585316","0","1","Donald Trump (1)","$71","1","NA","0","$0","$71"
"6328","⊕","Protect My Care","204061356724940","0","1","Donald Trump (358)","$3,856","358","NA","0","$0","$3,856"
"6329","⊕","Protect New England's Ocean Treasures","447376002138866","0","1","Donald Trump (1)","$401","1","NA","0","$0","$401"
"6330","⊕","Protect Our Care","1502654549792632","0","1","Donald Trump (21), Donald Trump (21)","$550","42","PROTECT OUR CARE, SIXTEEN THIRTY FUND","0","$0","$550"
"6331","⊕","Protect Our Care","1502654549792632","0","1","Donald Trump (28), Donald Trump (28)","$550","56","PROTECT OUR CARE, SIXTEEN THIRTY FUND","0","$0","$550"
"6332","⊕","Protect Our Care","325578590837480","0","1","Donald Trump (19), Donald Trump (19), Cory Gardner* (1)","$9,098","39","SIXTEEN THIRTY FUND","0","$0","$9,098"
"6333","⊕","Protect Our Care","325578590837480","0","1","Donald Trump (36), Donald Trump (36)","$9,098","72","SIXTEEN THIRTY FUND","0","$0","$9,098"
"6334","⊕","Protect Our Care Nevada","1470944613015531","0","1","Donald Trump (1)","$15","1","ANDRES RAMIREZ, PROTECT OUR CARE NEVADA","0","$0","$15"
"6335","⊕","Protect Our Public Schools","107337737506570","0","1","Donald Trump (438)","$12,600","438","NA","0","$0","$12,600"
"6336","⊕","Protect Wisconsin Public Schools","100907651494467","0","1","Donald Trump (79)","$9,667","79","NA","0","$0","$9,667"
"6337","⊕","Protecting From Distaster","100114851639520","0","1","Donald Trump (1)","$11","1","NA","0","$0","$11"
"6338","⊕","Proud American Gifts","108543130978621","0","1","Donald Trump (6)","$2,667","6","NA","0","$0","$2,667"
"6339","⊕","Proud Memorabilia","101257698311974","0","1","Donald Trump (16)","$500","16","NA","0","$0","$500"
"6340","⊕","Proud Patriot America","107155540841212","0","1","Donald Trump (30)","$4,614","30","NA","0","$0","$4,614"
"6341","⊕","Proud Patriot Shop","104027944769027","0","1","Donald Trump (6)","$35,850","6","NA","0","$0","$35,850"
"6342","⊕","Proud U.S.","109061570850845","0","1","Donald Trump (2)","$3,102","2","NA","0","$0","$3,102"
"6343","⊕","Proudly American","110974960642149","0","1","Donald Trump (48)","$2,047","48","NA","0","$0","$2,047"
"6344","⊕","Proudly Red","114861470241198","0","1","Donald Trump (3)","$821","3","NA","0","$0","$821"
"6345","⊕","Psi Chi, the International Honor Society in Psychology","184715621591606","0","1","Jeff Sessions* (1)","$83","1","NA","0","$0","$83"
"6346","⊕","Public Advocate of the U.S.","51533142540","0","1","Donald Trump (7), Mitch McConnell* (2)","$621","9","PUBLIC ADVOCATE OF THE US","0","$0","$621"
"6347","⊕","Public Affairs Council","98039565779","0","1","Donald Trump (1), Jeff Sessions* (1)","$185","2","NA","0","$0","$185"
"6348","⊕","Public Allies","56824932317","0","1","Donald Trump (1)","$1,300","1","NA","0","$0","$1,300"
"6349","⊕","Public Citizen Texas","22903002714","0","1","Mitch McConnell* (1)","$33","1","NA","0","$0","$33"
"6350","⊕","Public Intellectuals","103610038139668","0","1","Donald Trump (1)","$1,900","1","NA","0","$0","$1,900"
"6351","⊕","Public Safety Advocates","104005704506305","0","1","Daniel Gade* (7)","$542","7","NA","0","$0","$542"
"6352","⊕","Puget Soundkeeper Alliance","130643290304730","0","1","Donald Trump (6)","$706","6","PUGET SOUNDKEEPER ALLIANCE","0","$0","$706"
"6353","⊕","Pure Pride Gear","130307671872194","0","1","Donald Trump (2)","$200","2","NA","0","$0","$200"
"6354","⊕","PushforGorilla","619648495060666","0","1","Donald Trump (5)","$1,400","5","NA","0","$0","$1,400"
"6355","⊕","Put Louisiana First","1547841488677990","0","1","Donald Trump (1)","$10","1","PUT LOUISIANA FIRST","0","$0","$10"
"6356","⊕","Putnam County Democratic Party","107926934353212","0","1","Donald Trump (4)","$450","4","NA","0","$0","$450"
"6357","⊕","Putnam County, Ohio Republican Party","741853419184237","0","1","Donald Trump (4)","$265","4","NA","0","$0","$265"
"6358","⊕","Q News Tonight","111461353693925","0","1","Donald Trump (4)","$325","4","NA","0","$0","$325"
"6359","⊕","Qasim Rashid","782093245218764","0","1","Donald Trump (174)","$10,498","174","NA","0","$0","$10,498"
"6360","⊕","QueensLatino.com","126176114084894","0","1","Donald Trump (7)","$994","7","NA","0","$0","$994"
"6361","⊕","Quentin Potter for Congress","102410844643430","0","1","Donald Trump (1)","$530","1","POTTER, QUENTIN","1","$0","$530"
"6362","⊕","Quentin T Howell For Georgia","132701153441728","0","1","Donald Trump (30), Alissa Baldwin* (3)","$3,337","33","NA","0","$0","$3,337"
"6363","⊕","Question PAC","1880507922255279","0","1","Donald Trump (12)","$289","12","QUESTION PAC","0","$0","$289"
"6364","⊕","Quick For Congress","1523749497949184","0","1","Donald Trump (1)","$56","1","QUICK, LAURA","1","$0","$56"
"6365","⊕","Quiroga Law Office, PLLC","131058900273186","0","1","Donald Trump (1)","$93","1","NA","0","$0","$93"
"6366","⊕","R. Travis Brenda, KY House District 71","1971461689842348","0","1","Donald Trump (1)","$93","1","NA","0","$0","$93"
"6367","⊕","RA ZOOM","103946614383021","0","1","Donald Trump (1)","$600","1","NA","0","$0","$600"
"6368","⊕","Rabbi Dr. Shmuly Yanklowitz","372082579523719","0","1","Donald Trump (1)","$79","1","NA","0","$0","$79"
"6369","⊕","Rabbit Hole","2105177903075219","0","1","Tom Cotton* (1)","$125","1","NA","0","$0","$125"
"6370","⊕","Race, Racism and the Law","205238189588054","0","1","Donald Trump (5)","$1,990","5","NA","0","$0","$1,990"
"6371","⊕","Rachel Kertz for San Rafael","471409153268635","0","1","Jeff Sessions* (1)","$1,800","1","NA","0","$0","$1,800"
"6372","⊕","Rachelle Chapman","120657444663924","0","1","Thom Tillis* (12), Donald Trump (2)","$6,173","14","NA","0","$0","$6,173"
"6373","⊕","RacingUSA.com","114467748592136","0","1","Donald Trump (6)","$1,575","6","WILLIAM DAVID CARRINGTON","0","$0","$1,575"
"6374","⊕","Rad Republican Co.","112022700619928","0","1","Donald Trump (1)","$200","1","NA","0","$0","$200"
"6375","⊕","Radical Alert","1801928096578092","0","1","Donald Trump (4)","$556","4","NA","0","$0","$556"
"6376","⊕","Rail Customer Coalition","1643757559196160","0","1","Mitch McConnell* (2)","$110","2","AMERICAN CHEMISTRY COUNCIL","0","$0","$110"
"6377","⊕","Rainbow Democrats","115638301834750","0","1","Donald Trump (3)","$679","3","NA","0","$0","$679"
"6378","⊕","Raji Thomaz","1349959211730539","0","1","Donald Trump (2)","$550","2","NA","0","$0","$550"
"6379","⊕","Rally For Trump","932150876820598","0","1","Donald Trump (6)","$1,900","6","RALLY FOR TRUMP","0","$0","$1,900"
"6380","⊕","Rama Trauma Trump","137204467768383","0","1","Donald Trump (5)","$500","5","","0","$0","$500"
"6381","⊕","Ramirez Immigration Law, PLLC","504654313611105","0","1","Donald Trump (3)","$444","3","NA","0","$0","$444"
"6382","⊕","Ranchland Hippie","2191419494470995","0","1","Donald Trump (1)","$945","1","NA","0","$0","$945"
"6383","⊕","Rand Paul","54172246106","0","1","Donald Trump (3)","$1,568","3","NA","0","$0","$1,568"
"6384","⊕","Randolph Daffwold III","433358153526313","0","1","Donald Trump (2)","$340","2","NA","0","$0","$340"
"6385","⊕","Randy Allen-Scott for Florida State Representative District 79","103627001411171","0","1","Donald Trump (1)","$4,757","1","NA","0","$0","$4,757"
"6386","⊕","Randy Downs","1050347175086597","0","1","Donald Trump (1)","$501","1","NA","0","$0","$501"
"6387","⊕","Randy Feenstra","1628922377207463","0","1","Donald Trump (28)","$3,411","28","FEENSTRA, RANDALL","1","$0","$3,411"
"6388","⊕","Randy Henderson","106547127496044","0","1","Donald Trump (10)","$473","10","HENDERSON, RANDY","1","$0","$473"
"6389","⊕","Randy Knepper for Clay County Commissioner - District 3","102780331453582","0","1","Donald Trump (2)","$843","2","NA","0","$0","$843"
"6390","⊕","Randy Osborne for State Committeeman","100844695009036","0","1","Donald Trump (2)","$520","2","NA","0","$0","$520"
"6391","⊕","Randy Weber","272083892815201","0","1","Cindy Hyde-Smith* (2), Donald Trump (1)","$19","3","WEBER, RANDY","1","$0","$19"
"6392","⊕","Rashida Tlaib","134597023235240","0","1","Donald Trump (47)","$3,107","47","THE SQUAD VICTORY FUND, TLAIB, RASHIDA","0","$0","$3,107"
"6393","⊕","Raul Reyes For Congress","366987760836531","0","1","Donald Trump (153)","$5,648","153","REYES, RAUL JR","1","$0","$5,648"
"6394","⊕","Ravi Chandra, Writer and Psychiatrist","334708549970099","0","1","Donald Trump (6)","$1,700","6","NA","0","$0","$1,700"
"6395","⊕","Ray Rodrigues For State Senate","467790593780990","0","1","Donald Trump (3)","$173","3","NA","0","$0","$173"
"6396","⊕","Ray Sandelli","116688383113415","0","1","Donald Trump (1)","$50","1","NA","0","$0","$50"
"6397","⊕","Raymond: No on 1","120490336454996","0","1","Jeff Sessions* (1)","$1,400","1","NA","0","$0","$1,400"
"6398","⊕","Re Elect Councilman Larry Hargett","101282908281111","0","1","Donald Trump (1)","$66","1","NA","0","$0","$66"
